schema_name,table_name,column_name,ordinal_position,column_default,is_nullable,data_type,character_maximum_length,numeric_precision,numeric_scale,constraint_type,constraint_name,constraint_column,foreign_table_schema,foreign_table,foreign_column,column_description
public,v_visa_info_basic,approval_tips,11,null,YES,jsonb,null,null,null,null,null,null,null,null,null,null
public,v_visa_info_basic,health_info,12,null,YES,jsonb,null,null,null,null,null,null,null,null,null,null
public,v_visa_info_basic,security_info,13,null,YES,jsonb,null,null,null,null,null,null,null,null,null,null
public,visa_countries,id,1,gen_random_uuid(),NO,uuid,null,null,null,PRIMARY KEY,visa_countries_pkey,id,public,visa_countries,id,null
public,visa_countries,iso2,2,null,YES,text,null,null,null,UNIQUE,visa_countries_iso2_key,iso2,public,visa_countries,iso2,null
public,visa_countries,iso3,3,null,YES,text,null,null,null,null,null,null,null,null,null,null
public,visa_countries,country,4,null,NO,text,null,null,null,null,null,null,null,null,null,null
public,visa_countries,region,5,null,YES,text,null,null,null,null,null,null,null,null,null,null
public,visa_countries,created_at,6,now(),NO,timestamp with time zone,null,null,null,null,null,null,null,null,null,null
public,visa_countries,updated_at,7,now(),NO,timestamp with time zone,null,null,null,null,null,null,null,null,null,null
public,visa_overrides,id,1,gen_random_uuid(),NO,uuid,null,null,null,PRIMARY KEY,visa_overrides_pkey,id,public,visa_overrides,id,null
public,visa_overrides,tenant_id,2,null,NO,uuid,null,null,null,FOREIGN KEY,visa_overrides_tenant_id_fkey,tenant_id,null,null,null,null
public,visa_overrides,country_from,3,null,NO,text,null,null,null,null,null,null,null,null,null,null
public,visa_overrides,country_to,4,null,NO,text,null,null,null,null,null,null,null,null,null,null
public,visa_overrides,purpose,5,null,YES,text,null,null,null,null,null,null,null,null,null,null
public,visa_overrides,duration,6,null,YES,text,null,null,null,null,null,null,null,null,null,null
public,visa_overrides,override,7,null,NO,jsonb,null,null,null,null,null,null,null,null,null,null
public,visa_overrides,notes,8,null,YES,text,null,null,null,null,null,null,null,null,null,null
public,visa_overrides,created_at,9,now(),NO,timestamp with time zone,null,null,null,null,null,null,null,null,null,null
public,visa_overrides,updated_at,10,now(),NO,timestamp with time zone,null,null,null,null,null,null,null,null,null,null
public,visa_requirements,id,1,gen_random_uuid(),NO,uuid,null,null,null,PRIMARY KEY,visa_requirements_pkey,id,public,visa_requirements,id,null
public,visa_requirements,country_from,2,null,NO,text,null,null,null,null,null,null,null,null,null,null
public,visa_requirements,country_to,3,null,NO,text,null,null,null,null,null,null,null,null,null,null
public,visa_requirements,purpose,4,''::text,YES,text,null,null,null,null,null,null,null,null,null,null
public,visa_requirements,duration,5,''::text,YES,text,null,null,null,null,null,null,null,null,null,null
public,visa_requirements,requirement,6,null,YES,jsonb,null,null,null,null,null,null,null,null,null,null
public,visa_requirements,last_checked_at,7,null,YES,timestamp with time zone,null,null,null,null,null,null,null,null,null,null
public,visa_requirements,sources,8,'{}'::uuid[],YES,ARRAY,null,null,null,null,null,null,null,null,null,null
public,visa_requirements,created_at,9,now(),NO,timestamp with time zone,null,null,null,null,null,null,null,null,null,null
public,visa_requirements,updated_at,10,now(),NO,timestamp with time zone,null,null,null,null,null,null,null,null,null,null
public,visa_sources,id,1,gen_random_uuid(),NO,uuid,null,null,null,PRIMARY KEY,visa_sources_pkey,id,public,visa_sources,id,null
public,visa_sources,name,2,null,NO,text,null,null,null,null,null,null,null,null,null,null
public,visa_sources,url,3,null,YES,text,null,null,null,null,null,null,null,null,null,null
public,visa_sources,method,4,null,YES,text,null,null,null,null,null,null,null,null,null,null
public,visa_sources,reliability,5,null,YES,text,null,null,null,null,null,null,null,null,null,null
public,visa_sources,created_at,6,now(),NO,timestamp with time zone,null,null,null,null,null,null,null,null,null,null
public,visa_updates,id,1,gen_random_uuid(),NO,uuid,null,null,null,PRIMARY KEY,visa_updates_pkey,id,public,visa_updates,id,null
public,visa_updates,job_id,2,null,YES,text,null,null,null,null,null,null,null,null,null,null
public,visa_updates,source_id,3,null,YES,uuid,null,null,null,FOREIGN KEY,visa_updates_source_id_fkey,source_id,public,visa_sources,id,null
public,visa_updates,status,4,null,YES,text,null,null,null,null,null,null,null,null,null,null
public,visa_updates,diff,5,null,YES,jsonb,null,null,null,null,null,null,null,null,null,null
public,visa_updates,started_at,6,now(),YES,timestamp with time zone,null,null,null,null,null,null,null,null,null,null
public,visa_updates,finished_at,7,null,YES,timestamp with time zone,null,null,null,null,null,null,null,null,null,null
realtime,messages,topic,3,null,NO,text,null,null,null,null,null,null,null,null,null,null
realtime,messages,extension,4,null,NO,text,null,null,null,null,null,null,null,null,null,null
realtime,messages,payload,5,null,YES,jsonb,null,null,null,null,null,null,null,null,null,null
realtime,messages,event,6,null,YES,text,null,null,null,null,null,null,null,null,null,null
realtime,messages,private,7,false,YES,boolean,null,null,null,null,null,null,null,null,null,null
realtime,messages,updated_at,8,now(),NO,timestamp without time zone,null,null,null,null,null,null,null,null,null,null
realtime,messages,inserted_at,9,now(),NO,timestamp without time zone,null,null,null,PRIMARY KEY,messages_pkey,inserted_at,realtime,messages,inserted_at,null
realtime,messages,inserted_at,9,now(),NO,timestamp without time zone,null,null,null,PRIMARY KEY,messages_pkey,inserted_at,realtime,messages,id,null
realtime,messages,id,10,gen_random_uuid(),NO,uuid,null,null,null,PRIMARY KEY,messages_pkey,id,realtime,messages,id,null
realtime,messages,id,10,gen_random_uuid(),NO,uuid,null,null,null,PRIMARY KEY,messages_pkey,id,realtime,messages,inserted_at,null
realtime,messages_2025_10_20,topic,1,null,NO,text,null,null,null,null,null,null,null,null,null,null
realtime,messages_2025_10_20,extension,2,null,NO,text,null,null,null,null,null,null,null,null,null,null
realtime,messages_2025_10_20,payload,3,null,YES,jsonb,null,null,null,null,null,null,null,null,null,null
realtime,messages_2025_10_20,event,4,null,YES,text,null,null,null,null,null,null,null,null,null,null
realtime,messages_2025_10_20,private,5,false,YES,boolean,null,null,null,null,null,null,null,null,null,null
realtime,messages_2025_10_20,updated_at,6,now(),NO,timestamp without time zone,null,null,null,null,null,null,null,null,null,null
realtime,messages_2025_10_20,inserted_at,7,now(),NO,timestamp without time zone,null,null,null,PRIMARY KEY,messages_2025_10_20_pkey,inserted_at,null,null,null,null
realtime,messages_2025_10_20,id,8,gen_random_uuid(),NO,uuid,null,null,null,PRIMARY KEY,messages_2025_10_20_pkey,id,null,null,null,null
realtime,messages_2025_10_21,topic,1,null,NO,text,null,null,null,null,null,null,null,null,null,null
realtime,messages_2025_10_21,extension,2,null,NO,text,null,null,null,null,null,null,null,null,null,null
realtime,messages_2025_10_21,payload,3,null,YES,jsonb,null,null,null,null,null,null,null,null,null,null
realtime,messages_2025_10_21,event,4,null,YES,text,null,null,null,null,null,null,null,null,null,null
realtime,messages_2025_10_21,private,5,false,YES,boolean,null,null,null,null,null,null,null,null,null,null
realtime,messages_2025_10_21,updated_at,6,now(),NO,timestamp without time zone,null,null,null,null,null,null,null,null,null,null
realtime,messages_2025_10_21,inserted_at,7,now(),NO,timestamp without time zone,null,null,null,PRIMARY KEY,messages_2025_10_21_pkey,inserted_at,null,null,null,null
realtime,messages_2025_10_21,id,8,gen_random_uuid(),NO,uuid,null,null,null,PRIMARY KEY,messages_2025_10_21_pkey,id,null,null,null,null
realtime,messages_2025_10_22,topic,1,null,NO,text,null,null,null,null,null,null,null,null,null,null
realtime,messages_2025_10_22,extension,2,null,NO,text,null,null,null,null,null,null,null,null,null,null
realtime,messages_2025_10_22,payload,3,null,YES,jsonb,null,null,null,null,null,null,null,null,null,null
realtime,messages_2025_10_22,event,4,null,YES,text,null,null,null,null,null,null,null,null,null,null
realtime,messages_2025_10_22,private,5,false,YES,boolean,null,null,null,null,null,null,null,null,null,null
realtime,messages_2025_10_22,updated_at,6,now(),NO,timestamp without time zone,null,null,null,null,null,null,null,null,null,null
realtime,messages_2025_10_22,inserted_at,7,now(),NO,timestamp without time zone,null,null,null,PRIMARY KEY,messages_2025_10_22_pkey,inserted_at,null,null,null,null
realtime,messages_2025_10_22,id,8,gen_random_uuid(),NO,uuid,null,null,null,PRIMARY KEY,messages_2025_10_22_pkey,id,null,null,null,null
realtime,messages_2025_10_23,topic,1,null,NO,text,null,null,null,null,null,null,null,null,null,null
realtime,messages_2025_10_23,extension,2,null,NO,text,null,null,null,null,null,null,null,null,null,null
realtime,messages_2025_10_23,payload,3,null,YES,jsonb,null,null,null,null,null,null,null,null,null,null
realtime,messages_2025_10_23,event,4,null,YES,text,null,null,null,null,null,null,null,null,null,null
realtime,messages_2025_10_23,private,5,false,YES,boolean,null,null,null,null,null,null,null,null,null,null
realtime,messages_2025_10_23,updated_at,6,now(),NO,timestamp without time zone,null,null,null,null,null,null,null,null,null,null
realtime,messages_2025_10_23,inserted_at,7,now(),NO,timestamp without time zone,null,null,null,PRIMARY KEY,messages_2025_10_23_pkey,inserted_at,null,null,null,null
realtime,messages_2025_10_23,id,8,gen_random_uuid(),NO,uuid,null,null,null,PRIMARY KEY,messages_2025_10_23_pkey,id,null,null,null,null
realtime,messages_2025_10_24,topic,1,null,NO,text,null,null,null,null,null,null,null,null,null,null
realtime,messages_2025_10_24,extension,2,null,NO,text,null,null,null,null,null,null,null,null,null,null
realtime,messages_2025_10_24,payload,3,null,YES,jsonb,null,null,null,null,null,null,null,null,null,null
realtime,messages_2025_10_24,event,4,null,YES,text,null,null,null,null,null,null,null,null,null,null
realtime,messages_2025_10_24,private,5,false,YES,boolean,null,null,null,null,null,null,null,null,null,null
realtime,messages_2025_10_24,updated_at,6,now(),NO,timestamp without time zone,null,null,null,null,null,null,null,null,null,null
realtime,messages_2025_10_24,inserted_at,7,now(),NO,timestamp without time zone,null,null,null,PRIMARY KEY,messages_2025_10_24_pkey,inserted_at,null,null,null,null
realtime,messages_2025_10_24,id,8,gen_random_uuid(),NO,uuid,null,null,null,PRIMARY KEY,messages_2025_10_24_pkey,id,null,null,null,null
realtime,messages_2025_10_25,topic,1,null,NO,text,null,null,null,null,null,null,null,null,null,null
realtime,messages_2025_10_25,extension,2,null,NO,text,null,null,null,null,null,null,null,null,null,null
realtime,messages_2025_10_25,payload,3,null,YES,jsonb,null,null,null,null,null,null,null,null,null,null
realtime,messages_2025_10_25,event,4,null,YES,text,null,null,null,null,null,null,null,null,null,null
realtime,messages_2025_10_25,private,5,false,YES,boolean,null,null,null,null,null,null,null,null,null,null
realtime,messages_2025_10_25,updated_at,6,now(),NO,timestamp without time zone,null,null,null,null,null,null,null,null,null,null
realtime,messages_2025_10_25,inserted_at,7,now(),NO,timestamp without time zone,null,null,null,PRIMARY KEY,messages_2025_10_25_pkey,inserted_at,null,null,null,null
realtime,messages_2025_10_25,id,8,gen_random_uuid(),NO,uuid,null,null,null,PRIMARY KEY,messages_2025_10_25_pkey,id,null,null,null,null
realtime,schema_migrations,version,1,null,NO,bigint,null,64,0,PRIMARY KEY,schema_migrations_pkey,version,null,null,null,null
realtime,schema_migrations,inserted_at,2,null,YES,timestamp without time zone,null,null,null,null,null,null,null,null,null,null
realtime,subscription,id,1,null,NO,bigint,null,64,0,PRIMARY KEY,pk_subscription,id,null,null,null,null
realtime,subscription,subscription_id,2,null,NO,uuid,null,null,null,null,null,null,null,null,null,null
realtime,subscription,entity,4,null,NO,regclass,null,null,null,null,null,null,null,null,null,null
realtime,subscription,filters,5,'{}'::realtime.user_defined_filter[],NO,ARRAY,null,null,null,null,null,null,null,null,null,null
realtime,subscription,claims,7,null,NO,jsonb,null,null,null,null,null,null,null,null,null,null
realtime,subscription,claims_role,8,null,NO,regrole,null,null,null,null,null,null,null,null,null,null
realtime,subscription,created_at,9,"timezone('utc'::text, now())",NO,timestamp without time zone,null,null,null,null,null,null,null,null,null,null
staging_vistos,visa_info,id,1,null,YES,uuid,null,null,null,null,null,null,null,null,null,null
staging_vistos,visa_info,country,2,null,YES,text,null,null,null,null,null,null,null,null,null,null
staging_vistos,visa_info,country_code,3,null,YES,text,null,null,null,null,null,null,null,null,null,null
staging_vistos,visa_info,flag_emoji,4,null,YES,text,null,null,null,null,null,null,null,null,null,null
staging_vistos,visa_info,general_info,5,null,YES,jsonb,null,null,null,null,null,null,null,null,null,null
staging_vistos,visa_info,created_at,6,null,YES,timestamp with time zone,null,null,null,null,null,null,null,null,null,null
staging_vistos,visa_info,updated_at,7,null,YES,timestamp with time zone,null,null,null,null,null,null,null,null,null,null
staging_vistos,visa_info,region,8,null,YES,text,null,null,null,null,null,null,null,null,null,null
staging_vistos,visa_info,official_visa_link,9,null,YES,text,null,null,null,null,null,null,null,null,null,null
staging_vistos,visa_info,visa_types,10,null,YES,jsonb,null,null,null,null,null,null,null,null,null,null
staging_vistos,visa_info,required_documents,11,null,YES,jsonb,null,null,null,null,null,null,null,null,null,null
staging_vistos,visa_info,process_steps,12,null,YES,jsonb,null,null,null,null,null,null,null,null,null,null
staging_vistos,visa_info,approval_tips,13,null,YES,jsonb,null,null,null,null,null,null,null,null,null,null
staging_vistos,visa_info,health_info,14,null,YES,jsonb,null,null,null,null,null,null,null,null,null,null
staging_vistos,visa_info,security_info,15,null,YES,jsonb,null,null,null,null,null,null,null,null,null,null
staging_vistos,visa_info,last_verified,16,null,YES,date,null,null,null,null,null,null,null,null,null,null
staging_vistos,visa_info,data_source,17,null,YES,text,null,null,null,null,null,null,null,null,null,null
staging_vistos,visa_info,slug,18,null,YES,text,null,null,null,null,null,null,null,null,null,null
staging_vistos,visa_info,automation_status,19,null,YES,text,null,null,null,null,null,null,null,null,null,null
staging_vistos,visa_info,priority_level,20,null,YES,integer,null,32,0,null,null,null,null,null,null,null
staging_vistos,visa_info,meta_description,21,null,YES,text,null,null,null,null,null,null,null,null,null,null
staging_vistos,visa_info,og_image_url,22,null,YES,text,null,null,null,null,null,null,null,null,null,null
storage,buckets,id,1,null,NO,text,null,null,null,PRIMARY KEY,buckets_pkey,id,null,null,null,null
storage,buckets,name,2,null,NO,text,null,null,null,null,null,null,null,null,null,null
storage,buckets,owner,3,null,YES,uuid,null,null,null,null,null,null,null,null,null,"Field is deprecated, use owner_id instead"
storage,buckets,created_at,4,now(),YES,timestamp with time zone,null,null,null,null,null,null,null,null,null,null
storage,buckets,updated_at,5,now(),YES,timestamp with time zone,null,null,null,null,null,null,null,null,null,null
storage,buckets,public,6,false,YES,boolean,null,null,null,null,null,null,null,null,null,null
storage,buckets,avif_autodetection,7,false,YES,boolean,null,null,null,null,null,null,null,null,null,null
storage,buckets,file_size_limit,8,null,YES,bigint,null,64,0,null,null,null,null,null,null,null
storage,buckets,allowed_mime_types,9,null,YES,ARRAY,null,null,null,null,null,null,null,null,null,null
storage,buckets,owner_id,10,null,YES,text,null,null,null,null,null,null,null,null,null,null
storage,buckets,type,11,'STANDARD'::storage.buckettype,NO,USER-DEFINED,null,null,null,null,null,null,null,null,null,null
storage,buckets_analytics,id,1,null,NO,text,null,null,null,PRIMARY KEY,buckets_analytics_pkey,id,null,null,null,null
storage,buckets_analytics,type,2,'ANALYTICS'::storage.buckettype,NO,USER-DEFINED,null,null,null,null,null,null,null,null,null,null
storage,buckets_analytics,format,3,'ICEBERG'::text,NO,text,null,null,null,null,null,null,null,null,null,null
storage,buckets_analytics,created_at,4,now(),NO,timestamp with time zone,null,null,null,null,null,null,null,null,null,null
storage,buckets_analytics,updated_at,5,now(),NO,timestamp with time zone,null,null,null,null,null,null,null,null,null,null
storage,migrations,id,1,null,NO,integer,null,32,0,null,migrations_pkey,id,null,null,null,null
storage,migrations,name,2,null,NO,character varying,100,null,null,null,migrations_name_key,name,null,null,null,null
storage,migrations,hash,3,null,NO,character varying,40,null,null,null,null,null,null,null,null,null
storage,migrations,executed_at,4,CURRENT_TIMESTAMP,YES,timestamp without time zone,null,null,null,null,null,null,null,null,null,null
storage,objects,id,1,gen_random_uuid(),NO,uuid,null,null,null,PRIMARY KEY,objects_pkey,id,null,null,null,null
storage,objects,bucket_id,2,null,YES,text,null,null,null,FOREIGN KEY,objects_bucketId_fkey,bucket_id,null,null,null,null
storage,objects,name,3,null,YES,text,null,null,null,null,null,null,null,null,null,null
storage,objects,owner,4,null,YES,uuid,null,null,null,null,null,null,null,null,null,"Field is deprecated, use owner_id instead"
storage,objects,created_at,5,now(),YES,timestamp with time zone,null,null,null,null,null,null,null,null,null,null
storage,objects,updated_at,6,now(),YES,timestamp with time zone,null,null,null,null,null,null,null,null,null,null
storage,objects,last_accessed_at,7,now(),YES,timestamp with time zone,null,null,null,null,null,null,null,null,null,null
storage,objects,metadata,8,null,YES,jsonb,null,null,null,null,null,null,null,null,null,null
storage,objects,path_tokens,9,null,YES,ARRAY,null,null,null,null,null,null,null,null,null,null
storage,objects,version,10,null,YES,text,null,null,null,null,null,null,null,null,null,null
storage,objects,owner_id,11,null,YES,text,null,null,null,null,null,null,null,null,null,null
storage,objects,user_metadata,12,null,YES,jsonb,null,null,null,null,null,null,null,null,null,null
storage,objects,level,13,null,YES,integer,null,32,0,null,null,null,null,null,null,null
storage,prefixes,bucket_id,1,null,NO,text,null,null,null,PRIMARY KEY,prefixes_pkey,bucket_id,null,null,null,null
storage,prefixes,bucket_id,1,null,NO,text,null,null,null,FOREIGN KEY,prefixes_bucketId_fkey,bucket_id,null,null,null,null
storage,prefixes,name,2,null,NO,text,null,null,null,PRIMARY KEY,prefixes_pkey,name,null,null,null,null
storage,prefixes,level,3,null,NO,integer,null,32,0,PRIMARY KEY,prefixes_pkey,level,null,null,null,null
storage,prefixes,created_at,4,now(),YES,timestamp with time zone,null,null,null,null,null,null,null,null,null,null
storage,prefixes,updated_at,5,now(),YES,timestamp with time zone,null,null,null,null,null,null,null,null,null,null
storage,s3_multipart_uploads,id,1,null,NO,text,null,null,null,PRIMARY KEY,s3_multipart_uploads_pkey,id,null,null,null,null
storage,s3_multipart_uploads,in_progress_size,2,0,NO,bigint,null,64,0,null,null,null,null,null,null,null
storage,s3_multipart_uploads,upload_signature,3,null,NO,text,null,null,null,null,null,null,null,null,null,null
storage,s3_multipart_uploads,bucket_id,4,null,NO,text,null,null,null,FOREIGN KEY,s3_multipart_uploads_bucket_id_fkey,bucket_id,null,null,null,null
storage,s3_multipart_uploads,key,5,null,NO,text,null,null,null,null,null,null,null,null,null,null
storage,s3_multipart_uploads,version,6,null,NO,text,null,null,null,null,null,null,null,null,null,null
storage,s3_multipart_uploads,owner_id,7,null,YES,text,null,null,null,null,null,null,null,null,null,null
storage,s3_multipart_uploads,created_at,8,now(),NO,timestamp with time zone,null,null,null,null,null,null,null,null,null,null
storage,s3_multipart_uploads,user_metadata,9,null,YES,jsonb,null,null,null,null,null,null,null,null,null,null
storage,s3_multipart_uploads_parts,id,1,gen_random_uuid(),NO,uuid,null,null,null,PRIMARY KEY,s3_multipart_uploads_parts_pkey,id,null,null,null,null
storage,s3_multipart_uploads_parts,upload_id,2,null,NO,text,null,null,null,FOREIGN KEY,s3_multipart_uploads_parts_upload_id_fkey,upload_id,null,null,null,null
storage,s3_multipart_uploads_parts,size,3,0,NO,bigint,null,64,0,null,null,null,null,null,null,null
storage,s3_multipart_uploads_parts,part_number,4,null,NO,integer,null,32,0,null,null,null,null,null,null,null
storage,s3_multipart_uploads_parts,bucket_id,5,null,NO,text,null,null,null,FOREIGN KEY,s3_multipart_uploads_parts_bucket_id_fkey,bucket_id,null,null,null,null
storage,s3_multipart_uploads_parts,key,6,null,NO,text,null,null,null,null,null,null,null,null,null,null
storage,s3_multipart_uploads_parts,etag,7,null,NO,text,null,null,null,null,null,null,null,null,null,null
storage,s3_multipart_uploads_parts,owner_id,8,null,YES,text,null,null,null,null,null,null,null,null,null,null
storage,s3_multipart_uploads_parts,version,9,null,NO,text,null,null,null,null,null,null,null,null,null,null
storage,s3_multipart_uploads_parts,created_at,10,now(),NO,timestamp with time zone,null,null,null,null,null,null,null,null,null,null
supabase_migrations,schema_migrations,version,1,null,NO,text,null,null,null,PRIMARY KEY,schema_migrations_pkey,version,supabase_migrations,schema_migrations,version,null
supabase_migrations,schema_migrations,statements,2,null,YES,ARRAY,null,null,null,null,null,null,null,null,null,null
supabase_migrations,schema_migrations,name,3,null,YES,text,null,null,null,null,null,null,null,null,null,null
supabase_migrations,seed_files,path,1,null,NO,text,null,null,null,PRIMARY KEY,seed_files_pkey,path,supabase_migrations,seed_files,path,null
supabase_migrations,seed_files,hash,2,null,NO,text,null,null,null,null,null,null,null,null,null,null
vault,decrypted_secrets,id,1,null,YES,uuid,null,null,null,null,null,null,null,null,null,null
vault,decrypted_secrets,name,2,null,YES,text,null,null,null,null,null,null,null,null,null,null
vault,decrypted_secrets,description,3,null,YES,text,null,null,null,null,null,null,null,null,null,null
vault,decrypted_secrets,secret,4,null,YES,text,null,null,null,null,null,null,null,null,null,null
vault,decrypted_secrets,decrypted_secret,5,null,YES,text,null,null,null,null,null,null,null,null,null,null
vault,decrypted_secrets,key_id,6,null,YES,uuid,null,null,null,null,null,null,null,null,null,null
vault,decrypted_secrets,nonce,7,null,YES,bytea,null,null,null,null,null,null,null,null,null,null
vault,decrypted_secrets,created_at,8,null,YES,timestamp with time zone,null,null,null,null,null,null,null,null,null,null
vault,decrypted_secrets,updated_at,9,null,YES,timestamp with time zone,null,null,null,null,null,null,null,null,null,null
vault,secrets,id,1,gen_random_uuid(),NO,uuid,null,null,null,PRIMARY KEY,secrets_pkey,id,null,null,null,null
vault,secrets,name,2,null,YES,text,null,null,null,null,null,null,null,null,null,null
vault,secrets,description,3,''::text,NO,text,null,null,null,null,null,null,null,null,null,null
vault,secrets,secret,4,null,NO,text,null,null,null,null,null,null,null,null,null,null
vault,secrets,key_id,5,null,YES,uuid,null,null,null,null,null,null,null,null,null,null
vault,secrets,nonce,6,vault._crypto_aead_det_noncegen(),YES,bytea,null,null,null,null,null,null,null,null,null,null
vault,secrets,created_at,7,CURRENT_TIMESTAMP,NO,timestamp with time zone,null,null,null,null,null,null,null,null,null,null
vault,secrets,updated_at,8,CURRENT_TIMESTAMP,NO,timestamp with time zone,null,null,null,null,null,null,null,null,null,null
